ì˙ït,éûä‘,çáåv,íjê´,èóê´,20ë„,30ë„,40ë„,50ë„,60ë„,70çŒà»è„,ãèèZé“,ãŒñ±é“,óàäXé“,ïΩãœíjê´,ïΩãœèóê´,ïΩãœ20ë„,ïΩãœ30ë„,ïΩãœ40ë„,ïΩãœ50ë„,ïΩãœ60ë„,ïΩãœ70çŒà»è„,ïΩãœãèèZé“,ïΩãœãŒñ±é“,ïΩãœóàäXé“
2024-10-05,21éû,2408,498,1910,823,783,310,373,118,0,0,63,2345,498,1910,823,783,310,373,118,0,0,63,2345
2024-10-05,21éûîº,2254,501,1753,947,630,310,299,66,0,0,63,2190,501,1753,947,630,310,299,66,0,0,63,2190
2024-10-05,22éû,1934,356,1578,802,487,310,266,66,0,0,63,1870,356,1578,802,487,310,266,66,0,0,63,1870
2024-10-05,22éûîº,1052,183,869,256,298,260,171,66,0,0,63,988,183,869,256,298,260,171,66,0,0,63,988
2024-10-05,23éû,632,125,507,256,174,129,73,0,0,0,0,633,125,507,256,174,129,73,0,0,0,0,633
2024-10-05,23éûîº,546,125,421,256,88,129,73,0,0,0,0,547,125,421,256,88,129,73,0,0,0,0,547
2024-10-05,24éû,475,99,376,256,0,191,0,27,0,61,0,413,99,376,256,0,191,0,27,0,61,0,413
2024-10-05,24éûîº,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-05,25éû,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-05,25éûîº,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-05,26éû,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-05,26éûîº,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-05,27éû,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-05,27éûîº,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-05,28éû,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-05,28éûîº,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-06,5éû,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-06,5éûîº,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-06,6éû,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-06,6éûîº,219,99,120,0,0,191,0,27,0,61,0,157,99,120,0,0,191,0,27,0,61,0,157
2024-10-06,7éû,325,150,175,0,55,243,0,27,0,61,51,212,150,175,0,55,243,0,27,0,61,51,212
2024-10-06,7éûîº,325,150,175,0,55,243,0,27,0,61,51,212,150,175,0,55,243,0,27,0,61,51,212
2024-10-06,8éû,574,268,306,0,201,305,40,27,0,123,141,308,268,306,0,201,305,40,27,0,123,141,308
2024-10-06,8éûîº,600,263,337,87,145,268,71,27,0,123,141,334,263,337,87,145,268,71,27,0,123,141,334
2024-10-06,9éû,637,262,375,87,145,268,109,27,0,61,179,396,262,375,87,145,268,109,27,0,61,179,396
2024-10-06,9éûîº,1133,449,684,468,145,354,137,27,0,61,266,805,449,684,468,145,354,137,27,0,61,266,805
2024-10-06,10éû,1580,721,859,468,266,645,199,0,0,61,300,1217,721,859,468,266,645,199,0,0,61,300,1217
2024-10-06,10éûîº,1934,808,1126,468,348,826,239,51,0,61,300,1571,808,1126,468,348,826,239,51,0,61,300,1571
2024-10-06,11éû,2402,640,1762,709,561,708,254,168,0,95,249,2058,640,1762,709,561,708,254,168,0,95,249,2058
2024-10-06,11éûîº,2616,824,1792,832,552,708,293,198,30,95,249,2273,824,1792,832,552,708,293,198,30,95,249,2273
2024-10-06,12éû,3339,1067,2272,952,580,1016,444,298,48,61,249,3029,1067,2272,952,580,1016,444,298,48,61,249,3029
2024-10-06,12éûîº,3882,1331,2551,959,909,1180,444,340,48,61,300,3519,1331,2551,959,909,1180,444,340,48,61,300,3519
2024-10-06,13éû,3816,1181,2635,824,1010,1085,451,397,48,91,300,3424,1181,2635,824,1010,1085,451,397,48,91,300,3424
2024-10-06,13éûîº,4659,1422,3237,824,1352,1266,599,569,48,121,402,4136,1422,3237,824,1352,1266,599,569,48,121,402,4136
2024-10-06,14éû,4730,1309,3421,577,1776,975,726,627,48,121,402,4208,1309,3421,577,1776,975,726,627,48,121,402,4208
2024-10-06,14éûîº,4932,1243,3689,912,1907,911,666,486,48,91,402,4439,1243,3689,912,1907,911,666,486,48,91,402,4439
2024-10-06,15éû,4966,1939,3027,511,2062,1185,620,504,82,91,364,4511,1939,3027,511,2062,1185,620,504,82,91,364,4511
2024-10-06,15éûîº,5063,2196,2867,511,2218,1093,595,562,82,187,364,4511,2196,2867,511,2218,1093,595,562,82,187,364,4511
2024-10-06,16éû,5759,2524,3235,828,2202,1413,619,498,197,91,364,5303,2524,3235,828,2202,1413,619,498,197,91,364,5303
2024-10-06,16éûîº,5826,2635,3191,950,2031,1608,609,506,120,164,364,5297,2635,3191,950,2031,1608,609,506,120,164,364,5297
2024-10-06,17éû,6346,2590,3756,1454,2005,1620,593,553,120,164,364,5817,2590,3756,1454,2005,1620,593,553,120,164,364,5817
2024-10-06,17éûîº,4703,1984,2719,1471,1367,1117,419,293,33,125,364,4214,1984,2719,1471,1367,1117,419,293,33,125,364,4214
2024-10-06,18éû,2960,1366,1594,813,862,934,257,93,0,125,263,2572,1366,1594,813,862,934,257,93,0,125,263,2572
2024-10-06,18éûîº,2477,1052,1425,495,1130,621,136,93,0,268,121,2088,1052,1425,495,1130,621,136,93,0,268,121,2088
2024-10-06,19éû,2435,913,1522,495,1145,500,136,157,0,269,86,2079,913,1522,495,1145,500,136,157,0,269,86,2079
2024-10-06,19éûîº,2301,822,1479,495,1189,463,58,93,0,206,86,2007,822,1479,495,1189,463,58,93,0,206,86,2007
2024-10-06,20éû,1816,776,1040,632,779,258,86,60,0,309,86,1420,776,1040,632,779,258,86,60,0,309,86,1420
2024-10-06,20éûîº,2097,989,1108,762,907,258,86,83,0,309,86,1701,989,1108,762,907,258,86,83,0,309,86,1701
2024-10-06,21éû,1730,802,928,603,815,187,64,60,0,309,0,1421,802,928,603,815,187,64,60,0,309,0,1421
2024-10-06,21éûîº,852,408,444,371,141,249,27,63,0,228,0,624,408,444,371,141,249,27,63,0,228,0,624
2024-10-06,22éû,622,301,321,371,51,143,27,29,0,166,0,456,301,321,371,51,143,27,29,0,166,0,456
2024-10-06,22éûîº,299,109,190,103,51,86,27,29,0,29,0,269,109,190,103,51,86,27,29,0,29,0,269
2024-10-06,23éû,299,109,190,103,51,86,27,29,0,29,0,269,109,190,103,51,86,27,29,0,29,0,269
2024-10-06,23éûîº,269,79,190,103,51,86,27,0,0,0,0,269,79,190,103,51,86,27,0,0,0,0,269
2024-10-06,24éû,27,27,0,0,0,0,27,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,27
2024-10-06,24éûîº,57,57,0,0,0,0,27,29,0,0,0,57,57,0,0,0,0,27,29,0,0,0,57
2024-10-06,25éû,27,27,0,0,0,0,27,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,27
2024-10-06,25éûîº,27,27,0,0,0,0,27,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,27
2024-10-06,26éû,27,27,0,0,0,0,27,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,27
2024-10-06,26éûîº,27,27,0,0,0,0,27,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,27
2024-10-06,27éû,27,27,0,0,0,0,27,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,27
2024-10-06,27éûîº,27,27,0,0,0,0,27,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,27
2024-10-06,28éû,27,27,0,0,0,0,27,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,27
2024-10-06,28éûîº,27,27,0,0,0,0,27,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,27
2024-10-07,5éû,24,24,0,0,0,0,24,0,0,0,0,24,24,0,0,0,0,24,0,0,0,0,24
2024-10-07,5éûîº,24,24,0,0,0,0,24,0,0,0,0,24,24,0,0,0,0,24,0,0,0,0,24
2024-10-07,6éû,27,27,0,0,0,0,0,27,0,0,0,27,27,0,0,0,0,0,27,0,0,0,27
2024-10-07,6éûîº,112,56,56,0,56,0,0,56,0,0,29,83,56,56,0,56,0,0,56,0,0,29,83
2024-10-07,7éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-07,7éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-07,8éû,314,136,178,0,178,105,30,0,0,0,51,262,136,178,0,178,105,30,0,0,0,51,262
2024-10-07,8éûîº,314,136,178,0,178,105,30,0,0,0,51,262,136,178,0,178,105,30,0,0,0,51,262
2024-10-07,9éû,416,108,308,0,178,144,68,25,0,0,89,327,108,308,0,178,144,68,25,0,0,89,327
2024-10-07,9éûîº,585,190,395,0,178,277,104,25,0,0,176,409,190,395,0,178,277,104,25,0,0,176,409
2024-10-07,10éû,665,237,428,0,178,277,104,59,46,0,176,489,237,428,0,178,277,104,59,46,0,176,489
2024-10-07,10éûîº,962,311,651,256,178,352,104,25,46,61,124,776,311,651,256,178,352,104,25,46,61,124,776
2024-10-07,11éû,951,300,651,256,254,290,104,0,46,0,124,827,300,651,256,254,290,104,0,46,0,124,827
2024-10-07,11éûîº,1279,243,1036,256,560,231,130,59,41,29,349,900,243,1036,256,560,231,130,59,41,29,349,900
2024-10-07,12éû,1694,356,1338,558,560,281,130,121,41,59,349,1285,356,1338,558,560,281,130,121,41,59,349,1285
2024-10-07,12éûîº,1767,429,1338,558,560,281,130,120,117,202,237,1327,429,1338,558,560,281,130,120,117,202,237,1327
2024-10-07,13éû,1546,331,1215,558,340,347,125,0,175,0,124,1423,331,1215,558,340,347,125,0,175,0,124,1423
2024-10-07,13éûîº,1536,280,1256,558,380,241,217,0,138,0,124,1412,280,1256,558,380,241,217,0,138,0,124,1412
2024-10-07,14éû,1382,235,1147,558,359,179,147,0,138,0,86,1296,235,1147,558,359,179,147,0,138,0,86,1296
2024-10-07,14éûîº,1684,275,1409,558,542,271,187,29,96,92,86,1506,275,1409,558,542,271,187,29,96,92,86,1506
2024-10-07,15éû,1242,269,973,302,491,286,94,29,38,92,86,1063,269,973,302,491,286,94,29,38,92,86,1063
2024-10-07,15éûîº,1018,269,749,302,360,195,93,29,38,0,86,933,269,749,302,360,195,93,29,38,0,86,933
2024-10-07,16éû,1087,245,842,302,429,236,53,28,38,0,86,1001,245,842,302,429,236,53,28,38,0,86,1001
2024-10-07,16éûîº,1070,206,864,302,360,293,75,0,38,0,138,931,206,864,302,360,293,75,0,38,0,138,931
2024-10-07,17éû,1237,239,998,302,360,385,45,29,114,0,138,1099,239,998,302,360,385,45,29,114,0,138,1099
2024-10-07,17éûîº,1178,272,906,302,360,241,81,44,148,0,86,1091,272,906,302,360,241,81,44,148,0,86,1091
2024-10-07,18éû,1369,327,1042,411,360,271,92,123,109,122,86,1161,327,1042,411,360,271,92,123,109,122,86,1161
2024-10-07,18éûîº,756,292,464,411,0,148,92,62,41,29,86,640,292,464,411,0,148,92,62,41,29,86,640
2024-10-07,19éû,806,358,448,411,0,243,59,91,0,29,86,689,358,448,411,0,243,59,91,0,29,86,689
2024-10-07,19éûîº,961,513,448,411,221,207,59,62,0,0,169,792,513,448,411,221,207,59,62,0,0,169,792
2024-10-07,20éû,849,401,448,411,256,145,35,0,0,0,169,679,401,448,411,256,145,35,0,0,0,169,679
2024-10-07,20éûîº,592,203,389,302,173,86,30,0,0,0,86,506,203,389,302,173,86,30,0,0,0,86,506
2024-10-07,21éû,423,121,302,302,90,0,30,0,0,0,0,423,121,302,302,90,0,30,0,0,0,0,423
2024-10-07,21éûîº,397,95,302,302,68,0,26,0,0,0,0,397,95,302,302,68,0,26,0,0,0,0,397
2024-10-07,22éû,453,151,302,385,68,0,0,0,0,0,0,453,151,302,385,68,0,0,0,0,0,0,453
2024-10-07,22éûîº,339,339,0,219,68,51,0,0,0,136,0,203,339,0,219,68,51,0,0,0,136,0,203
2024-10-07,23éû,203,203,0,82,68,51,0,0,0,0,0,203,203,0,82,68,51,0,0,0,0,0,203
2024-10-07,23éûîº,134,134,0,82,0,51,0,0,0,0,0,134,134,0,82,0,51,0,0,0,0,0,134
2024-10-07,24éû,134,134,0,82,0,51,0,0,0,0,0,134,134,0,82,0,51,0,0,0,0,0,134
2024-10-07,24éûîº,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-07,25éû,96,96,0,0,0,96,0,0,0,0,0,96,96,0,0,0,96,0,0,0,0,0,96
2024-10-07,25éûîº,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-07,26éû,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-07,26éûîº,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-07,27éû,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-07,27éûîº,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-07,28éû,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-07,28éûîº,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-08,5éû,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-08,5éûîº,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-08,6éû,101,101,0,0,49,51,0,0,0,0,0,101,101,0,0,49,51,0,0,0,0,0,101
2024-10-08,6éûîº,38,38,0,0,0,0,38,0,0,0,0,38,38,0,0,0,0,38,0,0,0,0,38
2024-10-08,7éû,51,51,0,0,0,51,0,0,0,0,51,0,51,0,0,0,51,0,0,0,0,51,0
2024-10-08,7éûîº,51,51,0,0,0,51,0,0,0,0,51,0,51,0,0,0,51,0,0,0,0,51,0
2024-10-08,8éû,234,133,101,0,101,96,0,0,37,0,153,82,133,101,0,101,96,0,0,37,0,153,82
2024-10-08,8éûîº,392,113,279,0,279,113,0,0,0,61,153,178,113,279,0,279,113,0,0,0,61,153,178
2024-10-08,9éû,311,0,311,0,279,0,0,32,0,0,101,210,0,311,0,279,0,0,32,0,0,101,210
2024-10-08,9éûîº,311,0,311,0,279,0,0,32,0,0,101,210,0,311,0,279,0,0,32,0,0,101,210
2024-10-08,10éû,407,0,407,0,279,88,0,0,39,39,101,266,0,407,0,279,88,0,0,39,39,101,266
2024-10-08,10éûîº,570,32,538,0,457,0,32,0,81,39,101,431,32,538,0,457,0,32,0,81,39,101,431
2024-10-08,11éû,632,133,499,0,457,51,32,49,41,0,153,480,133,499,0,457,51,32,49,41,0,153,480
2024-10-08,11éûîº,962,227,735,0,654,144,36,49,77,0,296,666,227,735,0,654,144,36,49,77,0,296,666
2024-10-08,12éû,1132,358,774,0,724,206,36,49,117,61,296,775,358,774,0,724,206,36,49,117,61,296,775
2024-10-08,12éûîº,1404,505,899,0,793,256,112,53,188,61,326,1016,505,899,0,793,256,112,53,188,61,326,1016
2024-10-08,13éû,1171,494,677,0,437,258,207,80,188,0,390,782,494,677,0,437,258,207,80,188,0,390,782
2024-10-08,13éûîº,1079,382,697,0,527,230,187,23,111,0,360,719,382,697,0,527,230,187,23,111,0,360,719
2024-10-08,14éû,903,307,596,0,372,179,187,53,111,29,259,615,307,596,0,372,179,187,53,111,29,259,615
2024-10-08,14éûîº,1068,368,700,0,472,177,221,86,111,29,360,679,368,700,0,472,177,221,86,111,29,360,679
2024-10-08,15éû,1417,555,862,159,650,235,204,57,111,0,450,966,555,862,159,650,235,204,57,111,0,450,966
2024-10-08,15éûîº,1429,554,875,159,649,311,174,23,111,0,450,979,554,875,159,649,311,174,23,111,0,450,979
2024-10-08,16éû,1441,510,931,159,649,341,138,41,111,92,450,899,510,931,159,649,341,138,41,111,92,450,899
2024-10-08,16éûîº,1324,393,931,159,581,284,113,74,111,92,450,781,393,931,159,581,284,113,74,111,92,450,781
2024-10-08,17éû,1461,448,1013,159,671,332,113,74,111,0,450,1011,448,1013,159,671,332,113,74,111,0,450,1011
2024-10-08,17éûîº,1857,460,1397,303,671,413,158,166,145,0,398,1459,460,1397,303,671,413,158,166,145,0,398,1459
2024-10-08,18éû,1796,350,1446,303,643,542,106,55,145,0,297,1499,350,1446,303,643,542,106,55,145,0,297,1499
2024-10-08,18éûîº,1914,417,1497,439,718,450,106,55,145,143,297,1474,417,1497,439,718,450,106,55,145,143,297,1474
2024-10-08,19éû,1841,414,1427,439,857,357,93,55,39,143,297,1401,414,1427,439,857,357,93,55,39,143,297,1401
2024-10-08,19éûîº,1756,216,1540,536,713,357,53,55,39,0,297,1459,216,1540,536,713,357,53,55,39,0,297,1459
2024-10-08,20éû,1834,309,1525,536,713,371,87,85,39,29,297,1507,309,1525,536,713,371,87,85,39,29,297,1507
2024-10-08,20éûîº,1842,353,1489,536,713,304,167,56,64,0,297,1545,353,1489,536,713,304,167,56,64,0,297,1545
2024-10-08,21éû,1316,203,1113,400,462,259,169,26,0,0,297,1020,203,1113,400,462,259,169,26,0,0,297,1020
2024-10-08,21éûîº,929,139,790,400,282,152,68,26,0,0,207,723,139,790,400,282,152,68,26,0,0,207,723
2024-10-08,22éû,715,113,602,400,138,152,24,0,0,0,63,652,113,602,400,138,152,24,0,0,0,63,652
2024-10-08,22éûîº,690,88,602,400,138,152,0,0,0,0,63,627,88,602,400,138,152,0,0,0,0,63,627
2024-10-08,23éû,688,150,538,400,138,150,0,0,0,61,0,627,150,538,400,138,150,0,0,0,61,0,627
2024-10-08,23éûîº,349,49,300,256,0,49,44,0,0,44,0,305,49,300,256,0,49,44,0,0,44,0,305
2024-10-08,24éû,93,49,44,0,0,49,44,0,0,44,0,49,49,44,0,0,49,44,0,0,44,0,49
2024-10-08,24éûîº,93,49,44,0,0,49,44,0,0,44,0,49,49,44,0,0,49,44,0,0,44,0,49
2024-10-08,25éû,93,49,44,0,0,49,44,0,0,44,0,49,49,44,0,0,49,44,0,0,44,0,49
2024-10-08,25éûîº,93,49,44,0,0,49,44,0,0,44,0,49,49,44,0,0,49,44,0,0,44,0,49
2024-10-08,26éû,93,49,44,0,0,49,44,0,0,44,0,49,49,44,0,0,49,44,0,0,44,0,49
2024-10-08,26éûîº,93,49,44,0,0,49,44,0,0,44,0,49,49,44,0,0,49,44,0,0,44,0,49
2024-10-08,27éû,93,49,44,0,0,49,44,0,0,44,0,49,49,44,0,0,49,44,0,0,44,0,49
2024-10-08,27éûîº,93,49,44,0,0,49,44,0,0,44,0,49,49,44,0,0,49,44,0,0,44,0,49
2024-10-08,28éû,93,49,44,0,0,49,44,0,0,44,0,49,49,44,0,0,49,44,0,0,44,0,49
2024-10-08,28éûîº,93,49,44,0,0,49,44,0,0,44,0,49,49,44,0,0,49,44,0,0,44,0,49
2024-10-09,5éû,44,0,44,0,0,0,44,0,0,44,0,0,0,44,0,0,0,44,0,0,44,0,0
2024-10-09,5éûîº,44,0,44,0,0,0,44,0,0,44,0,0,0,44,0,0,0,44,0,0,44,0,0
2024-10-09,6éû,44,0,44,0,0,0,44,0,0,44,0,0,0,44,0,0,0,44,0,0,44,0,0
2024-10-09,6éûîº,105,61,44,0,0,61,44,0,0,44,0,61,61,44,0,0,61,44,0,0,44,0,61
2024-10-09,7éû,109,65,44,0,0,65,44,0,0,44,0,65,65,44,0,0,65,44,0,0,44,0,65
2024-10-09,7éûîº,65,21,44,0,0,0,44,21,0,44,0,21,21,44,0,0,0,44,21,0,44,0,21
2024-10-09,8éû,169,24,145,0,101,0,68,0,0,44,101,24,24,145,0,101,0,68,0,0,44,101,24
2024-10-09,8éûîº,176,31,145,0,101,0,75,0,0,44,101,31,31,145,0,101,0,75,0,0,44,101,31
2024-10-09,9éû,234,51,183,0,101,51,82,0,0,44,190,0,51,183,0,101,51,82,0,0,44,190,0
2024-10-09,9éûîº,372,102,270,0,151,138,82,0,0,44,277,50,102,270,0,151,138,82,0,0,44,277,50
2024-10-09,10éû,389,119,270,0,101,138,82,0,67,78,277,33,119,270,0,101,138,82,0,67,78,277,33
2024-10-09,10éûîº,399,129,270,0,101,148,82,0,67,78,225,95,129,270,0,101,148,82,0,67,78,225,95
2024-10-09,11éû,613,343,270,0,101,308,108,26,67,78,277,257,343,270,0,101,308,108,26,67,78,277,257
2024-10-09,11éûîº,980,247,733,256,244,310,108,26,33,78,420,481,247,733,256,244,310,108,26,33,78,420,481
2024-10-09,12éû,874,206,668,256,101,371,82,30,33,78,307,488,206,668,256,101,371,82,30,33,78,307,488
2024-10-09,12éûîº,1001,298,703,256,244,433,37,30,0,205,307,488,298,703,256,244,433,37,30,0,205,307,488
2024-10-09,13éû,1208,336,872,362,306,434,81,0,24,143,341,723,336,872,362,306,434,81,0,24,143,341,723
2024-10-09,13éûîº,903,195,708,362,61,361,81,36,0,0,240,663,195,708,362,61,361,81,36,0,0,240,663
2024-10-09,14éû,1231,223,1008,362,321,361,109,36,39,0,431,799,223,1008,362,321,361,109,36,39,0,431,799
2024-10-09,14éûîº,916,242,674,106,321,283,99,66,39,74,393,448,242,674,106,321,283,99,66,39,74,393,448
2024-10-09,15éû,1178,325,853,106,501,283,157,91,39,74,393,711,325,853,106,501,283,157,91,39,74,393,711
2024-10-09,15éûîº,1594,402,1192,368,622,328,145,91,39,0,393,1201,402,1192,368,622,328,145,91,39,0,393,1201
2024-10-09,16éû,1723,455,1268,368,766,283,145,120,39,0,393,1330,455,1268,368,766,283,145,120,39,0,393,1330
2024-10-09,16éûîº,1755,659,1096,232,755,338,339,90,0,0,393,1362,659,1096,232,755,338,339,90,0,0,393,1362
2024-10-09,17éû,2856,887,1969,680,1175,338,429,232,0,0,393,2462,887,1969,680,1175,338,429,232,0,0,393,2462
2024-10-09,17éûîº,3985,1564,2421,939,1391,588,770,295,0,143,342,3500,1564,2421,939,1391,588,770,295,0,143,342,3500
2024-10-09,18éû,4322,1792,2530,1221,1438,387,833,394,46,143,262,3916,1792,2530,1221,1438,387,833,394,46,143,262,3916
2024-10-09,18éûîº,3864,1733,2131,1075,1476,357,562,309,82,143,262,3459,1733,2131,1075,1476,357,562,309,82,143,262,3459
2024-10-09,19éû,3627,1571,2056,955,1389,465,495,276,46,205,262,3159,1571,2056,955,1389,465,495,276,46,205,262,3159
2024-10-09,19éûîº,3682,1562,2120,955,1325,616,499,239,46,205,198,3278,1562,2120,955,1325,616,499,239,46,205,198,3278
2024-10-09,20éû,3446,1371,2075,955,1325,371,529,217,46,143,176,3126,1371,2075,955,1325,371,529,217,46,143,176,3126
2024-10-09,20éûîº,3044,1454,1590,955,1174,120,529,217,46,82,90,2871,1454,1590,955,1174,120,529,217,46,82,90,2871
2024-10-09,21éû,2989,1366,1623,955,1037,174,524,251,46,0,90,2899,1366,1623,955,1037,174,524,251,46,0,90,2899
2024-10-09,21éûîº,1592,585,1007,409,641,74,387,33,46,0,0,1593,585,1007,409,641,74,387,33,46,0,0,1593
2024-10-09,22éû,862,228,634,303,183,37,257,33,46,0,0,862,228,634,303,183,37,257,33,46,0,0,862
2024-10-09,22éûîº,741,105,636,559,68,37,44,33,0,0,0,742,105,636,559,68,37,44,33,0,0,0,742
2024-10-09,23éû,664,105,559,559,68,37,0,0,0,0,0,664,105,559,559,68,37,0,0,0,0,0,664
2024-10-09,23éûîº,105,105,0,0,68,37,0,0,0,0,0,105,105,0,0,68,37,0,0,0,0,0,105
2024-10-09,24éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,24éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,25éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,25éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,26éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,26éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,27éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,27éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,28éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,28éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,5éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,5éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,6éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,6éûîº,46,46,0,0,0,0,0,0,46,0,46,0,46,0,0,0,0,0,0,46,0,46,0
2024-10-10,7éû,100,100,0,0,0,53,0,0,46,0,46,53,100,0,0,0,53,0,0,46,0,46,53
2024-10-10,7éûîº,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,8éû,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,8éûîº,89,89,0,0,0,89,0,0,0,0,0,89,89,0,0,0,89,0,0,0,0,0,89
2024-10-10,9éû,42,42,0,0,0,42,0,0,0,0,0,42,42,0,0,0,42,0,0,0,0,0,42
2024-10-10,9éûîº,139,97,42,0,0,97,42,0,0,0,0,139,97,42,0,0,97,42,0,0,0,0,139
2024-10-10,10éû,447,274,173,0,151,184,86,25,0,0,155,292,274,173,0,151,184,86,25,0,0,155,292
2024-10-10,10éûîº,902,388,514,222,151,394,86,48,0,61,155,685,388,514,222,151,394,86,48,0,61,155,685
2024-10-10,11éû,976,380,596,392,154,339,42,48,0,61,155,759,380,596,392,154,339,42,48,0,61,155,759
2024-10-10,11éûîº,1079,284,795,262,209,370,82,154,0,92,155,831,284,795,262,209,370,82,154,0,92,155,831
2024-10-10,12éû,1239,324,915,262,477,277,33,188,0,0,185,1054,324,915,262,477,277,33,188,0,0,185,1054
2024-10-10,12éûîº,1376,307,1069,262,538,275,117,133,49,0,155,1221,307,1069,262,538,275,117,133,49,0,155,1221
2024-10-10,13éû,1386,290,1096,262,653,332,69,69,0,0,155,1231,290,1096,262,653,332,69,69,0,0,155,1231
2024-10-10,13éûîº,1356,302,1054,262,638,199,82,138,33,33,208,1114,302,1054,262,638,199,82,138,33,33,208,1114
2024-10-10,14éû,1265,277,988,262,577,197,29,164,33,33,155,1076,277,988,262,577,197,29,164,33,33,155,1076
2024-10-10,14éûîº,1323,352,971,262,434,330,165,131,0,0,155,1169,352,971,262,434,330,165,131,0,0,155,1169
2024-10-10,15éû,1174,313,861,262,292,306,153,161,0,29,155,990,313,861,262,292,306,153,161,0,29,155,990
